Speaker,Time,Text,URL,Name,Parse
Vice President Mike Pence,00:08:38,That’s just great. Thank you all.,https://www.rev.com/blog/transcripts/mike-pence-coronavirus-safety-in-nursing-homes-roundtable-transcript-september-17,Pence,That’s just great. Thank you all.
Vice President Mike Pence,00:08:47,Go ahead.,https://www.rev.com/blog/transcripts/mike-pence-coronavirus-safety-in-nursing-homes-roundtable-transcript-september-17,Pence,Go ahead.
Vice President Mike Pence,00:08:49,What’s the question?,https://www.rev.com/blog/transcripts/mike-pence-coronavirus-safety-in-nursing-homes-roundtable-transcript-september-17,Pence,What’s the question?
Vice President Mike Pence,00:08:56,"Well, I haven’t read her comments in any detail, but it reads to me like one more disgruntled employee who’s left the White House and now has decided to play politics during an election year. I think my staff has indicated that she made no comments like that when she was serving on our team here at the White House Coronavirus Task Force. And I couldn’t be more proud of the work we’ve done all along the way and the leadership that President Trump has provided. I mean, from very early on, our President put the health of America first. We suspended all travel from China. No administration had ever done that before. We stood up the White House Coronavirus Task Force. For the first time in 50 years, the President began quarantining people that were returning to this country from aboard cruise ships that had been infected.",https://www.rev.com/blog/transcripts/mike-pence-coronavirus-safety-in-nursing-homes-roundtable-transcript-september-17,Pence,"Well, I haven’t read her comments in any detail, but it reads to me like one more disgruntled employee who’s left the White House and now has decided to play politics during an election year. I think my staff has indicated that she made no comments like that when she was serving on our team here at the White House Coronavirus Task Force. And I couldn’t be more proud of the work we’ve done all along the way and the leadership that President Trump has provided. I mean, from very early on, our President put the health of America first. We suspended all travel from China. No administration had ever done that before. We stood up the White House Coronavirus Task Force. For the first time in 50 years, the President began quarantining people that were returning to this country from aboard cruise ships that had been infected."
Vice President Mike Pence,00:09:54,"We began the process of reinventing testing and scaling the PPE supplies that we were able to distribute all across the country to hospitals, including nursing home facilities around America. Today, we’re able to perform some three million tests per day, even though the demand at this point is only roughly 700,000 tests. We saw to the manufacturer and the distribution and delivery of hundreds of millions of supplies to our hospitals and doctors and nurses. No American that ever required a ventilator was ever denied a ventilator. And as we gather here today, every single day, we’re one day closer to the day that we’ll have the first safe and effective coronavirus vaccine.",https://www.rev.com/blog/transcripts/mike-pence-coronavirus-safety-in-nursing-homes-roundtable-transcript-september-17,Pence,"We began the process of reinventing testing and scaling the PPE supplies that we were able to distribute all across the country to hospitals, including nursing home facilities around America. Today, we’re able to perform some three million tests per day, even though the demand at this point is only roughly 700,000 tests. We saw to the manufacturer and the distribution and delivery of hundreds of millions of supplies to our hospitals and doctors and nurses. No American that ever required a ventilator was ever denied a ventilator. And as we gather here today, every single day, we’re one day closer to the day that we’ll have the first safe and effective coronavirus vaccine."
Vice President Mike Pence,00:10:39,"So I’m very proud of the work that our White House Coronavirus Task Force has done. I’m very grateful for the president’s leadership, the partnership that we’ve forged with Governors all across the country. And while some may want to play politics and say different things once they leave here than they said when they were here, we’re going to keep focusing on the health of the American people. We’re going to keep driving to that day that we have a vaccine and we’ll continue to make sure we tell the story of all that we’ve accomplished for the American people.",https://www.rev.com/blog/transcripts/mike-pence-coronavirus-safety-in-nursing-homes-roundtable-transcript-september-17,Pence,"So I’m very proud of the work that our White House Coronavirus Task Force has done. I’m very grateful for the president’s leadership, the partnership that we’ve forged with Governors all across the country. And while some may want to play politics and say different things once they leave here than they said when they were here, we’re going to keep focusing on the health of the American people. We’re going to keep driving to that day that we have a vaccine and we’ll continue to make sure we tell the story of all that we’ve accomplished for the American people."
Vice President Mike Pence,00:09:54,Wow.,https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,Wow.
Vice President Mike Pence,00:10:06,"Thank you for that warm welcome. Let’s hear it for the state Republican Chairman, Jane Timken. She’s done a tremendous job for the state. And also, one of the most important advisors to our campaign, Ohio’s own Bob Paduchik.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"Thank you for that warm welcome. Let’s hear it for the state Republican Chairman, Jane Timken. She’s done a tremendous job for the state. And also, one of the most important advisors to our campaign, Ohio’s own Bob Paduchik."
Vice President Mike Pence,00:10:22,"To all my fellow Americans gathered from near and far, thank you for coming out today. It is great to be back in the buckeye state.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"To all my fellow Americans gathered from near and far, thank you for coming out today. It is great to be back in the buckeye state."
Vice President Mike Pence,00:10:50,"I heard that, but I’m here for one reason and one reason only, and that is that Ohio and America need four more years of President Donald Trump in the White House.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"I heard that, but I’m here for one reason and one reason only, and that is that Ohio and America need four more years of President Donald Trump in the White House."
Vice President Mike Pence,00:11:19,"Four years ago, a movement was born, the movement of everyday Americans from every walk of life. Here in Ohio, you believed we could be strong again. You believed we could be prosperous again. You believed America could be respected again. You said yes to President Donald Trump in 2016, and I know in 48 days, Ohio is going to say yes to four more years of President Donald Trump in 2020. And the road to victory goes right through Ohio. But it really is great to be out with all of you today. Before I begin though, allow me to send a word to our fellow Americans who are in the path of Hurricane Sally, and also those being affected by the wildfires out west. I want to assure them and all of you that FEMA is on the scene. The Forest Services deployed thousands out across the west to deal with the fires. But to all in harm’s way, we encourage you to stay safe, listen to your state and local authorities, and know that under this President, this administration, that your fellow Americans are with you in prayer and we’re going to stay with you every step of the way until we rebuild bigger and better than ever before. So thank you for that.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"Four years ago, a movement was born, the movement of everyday Americans from every walk of life. Here in Ohio, you believed we could be strong again. You believed we could be prosperous again. You believed America could be respected again. You said yes to President Donald Trump in 2016, and I know in 48 days, Ohio is going to say yes to four more years of President Donald Trump in 2020. And the road to victory goes right through Ohio. But it really is great to be out with all of you today. Before I begin though, allow me to send a word to our fellow Americans who are in the path of Hurricane Sally, and also those being affected by the wildfires out west. I want to assure them and all of you that FEMA is on the scene. The Forest Services deployed thousands out across the west to deal with the fires. But to all in harm’s way, we encourage you to stay safe, listen to your state and local authorities, and know that under this President, this administration, that your fellow Americans are with you in prayer and we’re going to stay with you every step of the way until we rebuild bigger and better than ever before. So thank you for that."
Vice President Mike Pence,00:12:50,"And thanks for coming out. You all look great. You look fantastic. I got to tell you, the President and I grabbed a bite today before I left town. I said, “I’m headed to Ohio,” and I think he sounded just a little bit jealous. But he told me to tell you thank you for your support. Because of Ohio, it’s been three and a half years of promises made and promises kept.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"And thanks for coming out. You all look great. You look fantastic. I got to tell you, the President and I grabbed a bite today before I left town. I said, “I’m headed to Ohio,” and I think he sounded just a little bit jealous. But he told me to tell you thank you for your support. Because of Ohio, it’s been three and a half years of promises made and promises kept."
Vice President Mike Pence,00:13:15,"It’s true. I mean, think about it. Four years ago, we inherited a military hollowed out by devastating budget cuts, an economy struggling to break out of the slowest economic recovery since the Great Depression, terrorism was on the rise around the world, and we witnessed a steady assault on our most cherished values. But in those first three years under the leadership of President Donald Trump, we rebuilt our military, we restored the arsenal of democracy.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"It’s true. I mean, think about it. Four years ago, we inherited a military hollowed out by devastating budget cuts, an economy struggling to break out of the slowest economic recovery since the Great Depression, terrorism was on the rise around the world, and we witnessed a steady assault on our most cherished values. But in those first three years under the leadership of President Donald Trump, we rebuilt our military, we restored the arsenal of democracy."
Vice President Mike Pence,00:13:55,"I got to tell you, I’m the proud father of a United States Marine.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"I got to tell you, I’m the proud father of a United States Marine."
Vice President Mike Pence,00:14:00,"In fact, my unworthy son-in-law’s a pilot in the United States Navy And I couldn’t be more proud to serve alongside a president who cares so deeply about the men and women of our armed forces and their families and our veterans. And it wasn’t just about our national security under this president’s leadership. We revived our economy in those first three years. We cut taxes across the board for working families, small businesses and family farms. We rolled back more federal red tape than any administration in American history.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"In fact, my unworthy son-in-law’s a pilot in the United States Navy And I couldn’t be more proud to serve alongside a president who cares so deeply about the men and women of our armed forces and their families and our veterans. And it wasn’t just about our national security under this president’s leadership. We revived our economy in those first three years. We cut taxes across the board for working families, small businesses and family farms. We rolled back more federal red tape than any administration in American history."
Vice President Mike Pence,00:14:44,"We unleash American energy and fought for free and fair trade. In a word, we fought to keep every promise we made to the people of Ohio. We did. And I got to tell you, this president fought for jobs here in the Buckeye State and even fought for college football. Just this morning I know you know they made it official, the Big 10 is back and the Buckeyes we’ll be back on the grid iron next month. How great is that?",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"We unleash American energy and fought for free and fair trade. In a word, we fought to keep every promise we made to the people of Ohio. We did. And I got to tell you, this president fought for jobs here in the Buckeye State and even fought for college football. Just this morning I know you know they made it official, the Big 10 is back and the Buckeyes we’ll be back on the grid iron next month. How great is that?"
Vice President Mike Pence,00:15:36,"That’s a little tough for a Hoosier to hear, but they deserve it, so do you. Beyond all of that progress that we’ve made on security and prosperity, this president has stood for the rule of law every day of this administration. We’ve appointed more than 200 conservative judges to our federal courts, including two Supreme Court justices. And I can tell you firsthand, they are all men and women who will uphold the god-given liberties enshrined in our constitution, like the freedom of religion, the freedom of speech, and the second amendment right to keep and bear arms. It’s true.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"That’s a little tough for a Hoosier to hear, but they deserve it, so do you. Beyond all of that progress that we’ve made on security and prosperity, this president has stood for the rule of law every day of this administration. We’ve appointed more than 200 conservative judges to our federal courts, including two Supreme Court justices. And I can tell you firsthand, they are all men and women who will uphold the god-given liberties enshrined in our constitution, like the freedom of religion, the freedom of speech, and the second amendment right to keep and bear arms. It’s true."
Vice President Mike Pence,00:16:15,"And I got to tell you, it’s a great privilege for me to serve as vice president to a president who stands without apology for the sanctity of human life. Beyond all of that, President Donald Trump has stood every day with the men and women who serve in law enforcement and we will stand with them for four more years. The president and I know what people across the Buckeye State know and that is the men and women who serve in law enforcement are some of the best people in this country. It’s true.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"And I got to tell you, it’s a great privilege for me to serve as vice president to a president who stands without apology for the sanctity of human life. Beyond all of that, President Donald Trump has stood every day with the men and women who serve in law enforcement and we will stand with them for four more years. The president and I know what people across the Buckeye State know and that is the men and women who serve in law enforcement are some of the best people in this country. It’s true."
Vice President Mike Pence,00:17:12,"I mean, they put their lives on the line every single day. When they put on that uniform, strap on a sidearm, they walk out the door, they count our lives more important than their own. And those that are gathered here and everyone who serves in law enforcement deserves the respect of every American every day. Would you show them how much you appreciate what they do to protect and serve our families every day. God bless them all.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"I mean, they put their lives on the line every single day. When they put on that uniform, strap on a sidearm, they walk out the door, they count our lives more important than their own. And those that are gathered here and everyone who serves in law enforcement deserves the respect of every American every day. Would you show them how much you appreciate what they do to protect and serve our families every day. God bless them all."
Vice President Mike Pence,00:17:54,"And we’re living in a very challenging time, men and women that serve on the thin blue line this. Past weekend, I know you all saw it. One more attack on our heroes in uniform. Two Los Angeles Sheriff’s deputies sitting in their squad car were shot in cold blood. One of those deputies we’re told is a mother of a six-year-old, the other is just 24-years-old. Both of them worn the badge for less than a year. Just incredible.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"And we’re living in a very challenging time, men and women that serve on the thin blue line this. Past weekend, I know you all saw it. One more attack on our heroes in uniform. Two Los Angeles Sheriff’s deputies sitting in their squad car were shot in cold blood. One of those deputies we’re told is a mother of a six-year-old, the other is just 24-years-old. Both of them worn the badge for less than a year. Just incredible."
Vice President Mike Pence,00:18:28,"Surveillance video that was recently released shows one of those Sheriff’s deputies, the mother of the six-year-old heroically tending to her partner’s injuries while she herself bled from a gunshot wound to the jaw. Now I know we’re all thankful to hear that both Sheriff’s deputies are on the road to recovery, but they’re going to remain in our prayers and in our hearts until they come all the way back. It wasn’t just the shooting, but a lot of you saw the videos too. Somebody across the street was literally laughing right after the police officers were shot and protestors gathered outside the hospital in Los Angeles and chanted “we hope they die.” Men and women, the disrespect and these attacks on those in law enforcement must stop and they must stop now. Now President Trump and I will always support the right of Americans to peaceful protests. It’s enshrined in our constitution, but rioting and looting is not peaceful protests.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"Surveillance video that was recently released shows one of those Sheriff’s deputies, the mother of the six-year-old heroically tending to her partner’s injuries while she herself bled from a gunshot wound to the jaw. Now I know we’re all thankful to hear that both Sheriff’s deputies are on the road to recovery, but they’re going to remain in our prayers and in our hearts until they come all the way back. It wasn’t just the shooting, but a lot of you saw the videos too. Somebody across the street was literally laughing right after the police officers were shot and protestors gathered outside the hospital in Los Angeles and chanted “we hope they die.” Men and women, the disrespect and these attacks on those in law enforcement must stop and they must stop now. Now President Trump and I will always support the right of Americans to peaceful protests. It’s enshrined in our constitution, but rioting and looting is not peaceful protests."
Vice President Mike Pence,00:19:58,"Burning businesses and homes is not free speech. Attacking and threatening civilians and law enforcement officers will not be tolerated. Those who do so will be prosecuted to the fullest extent of the law. I mean, in the wake of this summer’s violence in cities, President Trump took action. Earlier in our administration, we already funded more than 4,000 law enforcement officers through the COPS Program. But this summer we launched what’s called Operation Legend named after a little boy who lost his life in a random shooting as he literally laid in his bed.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"Burning businesses and homes is not free speech. Attacking and threatening civilians and law enforcement officers will not be tolerated. Those who do so will be prosecuted to the fullest extent of the law. I mean, in the wake of this summer’s violence in cities, President Trump took action. Earlier in our administration, we already funded more than 4,000 law enforcement officers through the COPS Program. But this summer we launched what’s called Operation Legend named after a little boy who lost his life in a random shooting as he literally laid in his bed."
Vice President Mike Pence,00:20:45,"Little LeGend Taliferro will not have died in vain. As we speak Operation Legend, we’ve deployed more than a thousand federal law enforcement officers to support state and local law enforcement authorities in major cities around the country. And they’ve made more than 2000 arrests of violent protestors in America. We are going to have law and order in every city in this country for every American of every race and creed and color. So help us God.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"Little LeGend Taliferro will not have died in vain. As we speak Operation Legend, we’ve deployed more than a thousand federal law enforcement officers to support state and local law enforcement authorities in major cities around the country. And they’ve made more than 2000 arrests of violent protestors in America. We are going to have law and order in every city in this country for every American of every race and creed and color. So help us God."
Vice President Mike Pence,00:21:29,"Now for months, all Joe Biden ever talked about was peaceful protesters. As the American people watch businesses and our major cities literally burn. But two weeks ago, he did step out and in his words, “Condemn violence in all the form it takes.” But right after that, he criticized law enforcement. The truth is Joe Biden never called out his campaign staff or his running mate for raising money to bail out violent criminals. And he still has never called on Democrat mayors to get their cities under control.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"Now for months, all Joe Biden ever talked about was peaceful protesters. As the American people watch businesses and our major cities literally burn. But two weeks ago, he did step out and in his words, “Condemn violence in all the form it takes.” But right after that, he criticized law enforcement. The truth is Joe Biden never called out his campaign staff or his running mate for raising money to bail out violent criminals. And he still has never called on Democrat mayors to get their cities under control."
Vice President Mike Pence,00:22:08,"And I think you all know here, Joe Biden would double down on the policies that have contributed to the atmosphere of violence in our cities. And Joe Biden says that, “America is systemically racist” and that law enforcement in his words has, “Implicit bias against minorities.” When he was asked whether he’d support cutting funding the law enforcement, Joe Biden replied. “Yes, absolutely.”",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"And I think you all know here, Joe Biden would double down on the policies that have contributed to the atmosphere of violence in our cities. And Joe Biden says that, “America is systemically racist” and that law enforcement in his words has, “Implicit bias against minorities.” When he was asked whether he’d support cutting funding the law enforcement, Joe Biden replied. “Yes, absolutely.”"
Vice President Mike Pence,00:22:42,"But I’ll make you a promise. Under President Donald Trump, we will always stand with the men and women who serve on the thin blue line. We’re not going to defund the police not now, not ever. I mean the people of Ohio know we don’t have to choose between supporting law enforcement and supporting our African American neighbors or any of the minorities or families that live in our major cities. I mean, we can improve public safety in America, back the blue and also support all the families that live in our major cities with more jobs, better education, better healthcare. That’s what we’ve been doing for the last three and a half years and we’re going to keep doing both for four more years in the White House.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"But I’ll make you a promise. Under President Donald Trump, we will always stand with the men and women who serve on the thin blue line. We’re not going to defund the police not now, not ever. I mean the people of Ohio know we don’t have to choose between supporting law enforcement and supporting our African American neighbors or any of the minorities or families that live in our major cities. I mean, we can improve public safety in America, back the blue and also support all the families that live in our major cities with more jobs, better education, better healthcare. That’s what we’ve been doing for the last three and a half years and we’re going to keep doing both for four more years in the White House."
Vice President Mike Pence,00:23:40,"So we rebuilt our military. We revived our economy. We stood for life, our liberties and law and order. And in three short years, you also know what happened across the Buckeye State. Under President Donald Trump, it was jobs, jobs, jobs. I mean after cutting taxes and red tape after fighting for free and fair trade, putting American jobs and American workers first. Fighting for American energy businesses, large and small created more than seven million good paying jobs all across this country.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"So we rebuilt our military. We revived our economy. We stood for life, our liberties and law and order. And in three short years, you also know what happened across the Buckeye State. Under President Donald Trump, it was jobs, jobs, jobs. I mean after cutting taxes and red tape after fighting for free and fair trade, putting American jobs and American workers first. Fighting for American energy businesses, large and small created more than seven million good paying jobs all across this country."
Vice President Mike Pence,00:24:26,"And I know you all know the story, but President Trump also was willing to roll his sleeves up and fight for Ohio jobs in Lordstown. And I saw it. I mean, y’all know for more than 50 years, General Motors had a plant in Lordstown. Men and women that served in that plant, I mean they created cars that were literally sold across the country and across the world. When the facility closed in March of 2019, it was a heartbreak for that entire community and for the state of Ohio. But President Donald Trump wasn’t having any of it.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"And I know you all know the story, but President Trump also was willing to roll his sleeves up and fight for Ohio jobs in Lordstown. And I saw it. I mean, y’all know for more than 50 years, General Motors had a plant in Lordstown. Men and women that served in that plant, I mean they created cars that were literally sold across the country and across the world. When the facility closed in March of 2019, it was a heartbreak for that entire community and for the state of Ohio. But President Donald Trump wasn’t having any of it."
Vice President Mike Pence,00:25:11,"He picked up the phone, he called the president of General Motors and he told GM, “Find a way to bring jobs back to Lordstown” and they did. It’s true. On May 8th earlier this year, we actually got the call. President called it great news for Ohio and it was. GM sold their plan to a company that’s going to manufacture pickup trucks and GM announced that they’re going to build a battery plant in Lordstown that could employ up to 1100 people in just a few short years.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"He picked up the phone, he called the president of General Motors and he told GM, “Find a way to bring jobs back to Lordstown” and they did. It’s true. On May 8th earlier this year, we actually got the call. President called it great news for Ohio and it was. GM sold their plan to a company that’s going to manufacture pickup trucks and GM announced that they’re going to build a battery plant in Lordstown that could employ up to 1100 people in just a few short years."
Vice President Mike Pence,00:25:53,"I was actually there in June when a Lordstown Motors was unveiled. They rolled out the first fully electric pickup truck on the market in the United States of America. And I’m currently between pickup trucks. So I told them I was in the market. But thanks to President Donald Trump, the Mahoning Valley and Ohio are going to continue that great auto manufacturing tradition for generations to come. That’s called promises made and promises kept. I mean, the truth is this president’s been fighting for jobs, not just here in Ohio, but all across the country from day one. And working men and women around America we’re winning like never before in those first three years. Wages were rising across the board in this country at the most rapid pace that they had in 10 years, but they were rising most rapidly for hard-working blue collar Americans. The forgotten men and women of America were forgotten no more. I mean, in three short years with your support in this president’s leadership, we created the greatest economy in the world.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"I was actually there in June when a Lordstown Motors was unveiled. They rolled out the first fully electric pickup truck on the market in the United States of America. And I’m currently between pickup trucks. So I told them I was in the market. But thanks to President Donald Trump, the Mahoning Valley and Ohio are going to continue that great auto manufacturing tradition for generations to come. That’s called promises made and promises kept. I mean, the truth is this president’s been fighting for jobs, not just here in Ohio, but all across the country from day one. And working men and women around America we’re winning like never before in those first three years. Wages were rising across the board in this country at the most rapid pace that they had in 10 years, but they were rising most rapidly for hard-working blue collar Americans. The forgotten men and women of America were forgotten no more. I mean, in three short years with your support in this president’s leadership, we created the greatest economy in the world."
Vice President Mike Pence,00:27:08,"The end of our first three years, more Americans were working than ever before in the history of this country. And the truth is we have a lot of people to thank, a lot of great partners on Capitol Hill. But let me take a minute just to say thank you to Congressman Troy Balderson and Senator Rob Portman. They’ve been great partners with us all along the way. With their support and your support in three short years, we made America great again. We did.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"The end of our first three years, more Americans were working than ever before in the history of this country. And the truth is we have a lot of people to thank, a lot of great partners on Capitol Hill. But let me take a minute just to say thank you to Congressman Troy Balderson and Senator Rob Portman. They’ve been great partners with us all along the way. With their support and your support in three short years, we made America great again. We did."
Vice President Mike Pence,00:27:40,"And then the coronavirus struck from China. The people of Ohio deserve to know that before the first documented case of community transmission in the United States happened, President Trump did what no other American president had ever done. He suspended all travel from China. He put the health of America first.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"And then the coronavirus struck from China. The people of Ohio deserve to know that before the first documented case of community transmission in the United States happened, President Trump did what no other American president had ever done. He suspended all travel from China. He put the health of America first."
Vice President Mike Pence,00:28:03,"… all travel from China. He put the health of America first. Now Joe Biden criticized that move. He said it was xenophobic. But I can tell you as the head of the White House Coronavirus Task Force, I know that action saved untold American lives, and it bought us invaluable time to stand up the greatest national mobilization since World War II. At the President’s direction, we marshaled the full resources of the federal government and the American economy. We reinvented testing all across the nation. We saw to the manufacture and delivery of hundreds of millions of medical supplies to our doctors and nurses and hospitals. No American that ever required a ventilator was ever denied a ventilator in the United States of America. And we are well on our way to having a vaccine before the end of this year.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"… all travel from China. He put the health of America first. Now Joe Biden criticized that move. He said it was xenophobic. But I can tell you as the head of the White House Coronavirus Task Force, I know that action saved untold American lives, and it bought us invaluable time to stand up the greatest national mobilization since World War II. At the President’s direction, we marshaled the full resources of the federal government and the American economy. We reinvented testing all across the nation. We saw to the manufacture and delivery of hundreds of millions of medical supplies to our doctors and nurses and hospitals. No American that ever required a ventilator was ever denied a ventilator in the United States of America. And we are well on our way to having a vaccine before the end of this year."
Vice President Mike Pence,00:29:07,"Now I want you to know I think that all that we’ve done here is a testament to the strength and the resilience of the people of this state and this nation, incredible commitment of our doctors and nurses and healthcare workers who deserve the admiration of every single American every day. It’s a tribute to our President bold leadership that he’s provided. But I want to also say here in Ohio, it’s also been a tribute to the strong and consistent leadership of Governor Mike DeWine. He has led this state strongly through a challenging time, and he has our thanks. Let’s hear it for Governor Mike DeWine. He’s done a great job for Ohio.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"Now I want you to know I think that all that we’ve done here is a testament to the strength and the resilience of the people of this state and this nation, incredible commitment of our doctors and nurses and healthcare workers who deserve the admiration of every single American every day. It’s a tribute to our President bold leadership that he’s provided. But I want to also say here in Ohio, it’s also been a tribute to the strong and consistent leadership of Governor Mike DeWine. He has led this state strongly through a challenging time, and he has our thanks. Let’s hear it for Governor Mike DeWine. He’s done a great job for Ohio."
Vice President Mike Pence,00:29:58,"Now I want to tell you our hearts do go out to all the families that have lost loved ones in the course of this pandemic, including more than 4,000 families here in Ohio. I want to assure them if you’re with us today or if you’re looking on, you’ve always been in our hearts and you’ll be in our prayers. I’m happy to report to you that as we speak, we are continuing to develop all new medicines each and every day that are saving lives. And as I said before, while Joe Biden said at their national convention that no miracle is coming, we actually think we might just be a short time away from when America will produce the first safe and effective coronavirus vaccine and we will begin to deliver it to the American people the moment it’s approved. We’re in the miracle business in America, Joe. So we’re slowing the spread. We’re protecting the vulnerable. We’re saving lives and we’re developing life saving medicines. And in the midst of this pandemic, President Trump worked with the leaders in Congress in both political parties to secure support for America’s families and America’s businesses impacted by this virus that came to us from China. We actually appropriated more than $4 trillion in direct aid to families. We created a paycheck protection program that allowed businesses across the state and nation to save 50 million American jobs. It truly is extraordinary. But I promise you, in the days ahead, we’ll continue to put the health of America first. But because of that strong foundation that we poured in those first three years and because of the unprecedented aid we made available to America’s families and America’s businesses, after losing 22 million jobs at the worst moments of this pandemic, we’ve seen 10.6 million Americans already go back to work, including nearly 400,000 people right here in the Buckeye State.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"Now I want to tell you our hearts do go out to all the families that have lost loved ones in the course of this pandemic, including more than 4,000 families here in Ohio. I want to assure them if you’re with us today or if you’re looking on, you’ve always been in our hearts and you’ll be in our prayers. I’m happy to report to you that as we speak, we are continuing to develop all new medicines each and every day that are saving lives. And as I said before, while Joe Biden said at their national convention that no miracle is coming, we actually think we might just be a short time away from when America will produce the first safe and effective coronavirus vaccine and we will begin to deliver it to the American people the moment it’s approved. We’re in the miracle business in America, Joe. So we’re slowing the spread. We’re protecting the vulnerable. We’re saving lives and we’re developing life saving medicines. And in the midst of this pandemic, President Trump worked with the leaders in Congress in both political parties to secure support for America’s families and America’s businesses impacted by this virus that came to us from China. We actually appropriated more than $4 trillion in direct aid to families. We created a paycheck protection program that allowed businesses across the state and nation to save 50 million American jobs. It truly is extraordinary. But I promise you, in the days ahead, we’ll continue to put the health of America first. But because of that strong foundation that we poured in those first three years and because of the unprecedented aid we made available to America’s families and America’s businesses, after losing 22 million jobs at the worst moments of this pandemic, we’ve seen 10.6 million Americans already go back to work, including nearly 400,000 people right here in the Buckeye State."
Vice President Mike Pence,00:32:19,"We’re opening up America again and we’re opening up America’s schools. We’ve been going through the time of testing. And I came here today because very soon, we’re going to go through a time of choosing. As President Trump said just a few short days ago and I quote, “At no time before has there been a clearer choice between the two parties, between two visions, between two philosophies or agendas for the future.” As he said, Joe Biden has put forward the most extreme platform of any major party candidate in U.S. history. I mean, think about. In the middle of a global pandemic, Joe Biden wants to raise taxes by $4 trillion dollars. President Trump, we cut taxes across the board for American families and businesses, and we’re going to keep cutting taxes for four more years.",https://www.rev.com/blog/transcripts/mike-pence-workers-for-trump-event-speech-transcript-zanesville-ohio-september-16,Pence,"We’re opening up America again and we’re opening up America’s schools. We’ve been going through the time of testing. And I came here today because very soon, we’re going to go through a time of choosing. As President Trump said just a few short days ago and I quote, “At no time before has there been a clearer choice between the two parties, between two visions, between two philosophies or agendas for the future.” As he said, Joe Biden has put forward the most extreme platform of any major party candidate in U.S. history. I mean, think about. In the middle of a global pandemic, Joe Biden wants to raise taxes by $4 trillion dollars. President Trump, we cut taxes across the board for American families and businesses, and we’re going to keep cutting taxes for four more years."
